"","KY225559","MK412767","JN112985","MG589413","AY842519","MK418782","MK418782","MN840073","MN481113","MG232621","MK765861","MG232625","MG232624","MH142328","MG232617","MK972064","MK972103","MK972128","AY445826","MN460356","AY842518","KY399843","MF288845","MK412765","AY129233","AY564229","FJ867653","KU056610","MK129245","KM068086","MF288853","MK562396","MK625346","MF288846","MF288848","KR014827","KF483838","MK412760","MG589414","MH187964","AY456391","MG232632","MK861166","MN335040","MG954356","HM140424","KX009741","MN947511","KF535065","KX009742"
"AY842518",0.727606875108999,0.748794792729288,0.685994340570035,0.682412100207641,0.66935562409018,0.660644260800423,0.658826804094798,0.674037775704688,0.700546337870635,0.747001371969126,0.728659471500348,0.739287864465897,0.715859983526272,0.730739750201309,0.703452458112659,0.764089219482477,0.738548945875996,0.757317246446102,0.719342615704066,0.750404421706392,0,0.665062171761176,0.725476250110012,0.740469752620223,0.691410717654713,0.696847693415807,0.713448673002487,0.792214722576314,0.724682077731717,0.721822718805094,0.751021103263872,0.757317246446102,0.698950720789201,0.715891053163818,0.7060313329882,0.743006131455283,0.687406337276194,0.749898118589491,0.742564387214253,0.734297214382488,0.62733435032427,0.69990346824749,0.653516130889922,0.70797068716687,0.701578105421079,0.685449684397965,0.675159578055778,0.717870060186998,0.688007435988102,0.681627012826945
"KY399843",0.692266730991069,0.70952424731946,0.648398350106183,0.648651893960778,0.640003531063705,0.622978316639378,0.622978316639378,0.632455532033676,0.668237143911609,0.685588466750517,0.670957898712742,0.672530162734718,0.596657355607052,0.674702809092281,0.604217978116644,0.736788397613007,0.683331653562405,0.68082252702501,0.687295926517635,0.744023809142845,0.665062171761176,0,0.707106781186548,0.690065559342354,0.634742901279437,0.673081476519113,0.626924896515242,0.776198732316466,0.698034472390793,0.72975638311578,0.686848452966295,0.69833461383259,0.632013718824301,0.679974699086554,0.656532164298613,0.743282675569981,0.65636697819352,0.694590627888742,0.749149177264394,0.757033298610225,0.674578520096275,0.614778623494272,0.618476888171406,0.694650763002304,0.586588460085413,0.599760143904067,0.615787813189319,0.60380736442456,0.600353252900783,0.590281336100955
"MF288845",0.775331929653101,0.749030380977906,0.711755791032712,0.698879014284078,0.721179937680301,0.707106781186548,0.707106781186548,0.709814283552782,0.741808148788444,0.730564398377003,0.759051342398754,0.753370803500884,0.731581347223693,0.731458711844871,0.724980875350911,0.770991079443883,0.736716315394216,0.719987744993744,0.726165211566425,0.776616481455892,0.725476250110012,0.707106781186548,0,0.718355751297879,0.690805179661132,0.732094855213559,0.739940073395944,0.787221893660965,0.745892027083777,0.747087367637628,0.766610923280061,0.732441525471689,0.703562363973514,0.765641493488776,0.759724429022584,0.75,0.734410376140677,0.761065555140146,0.77919372247398,0.778295654187,0.716461576976249,0.720082299823096,0.734090518184841,0.765986092483115,0.715020292923638,0.712994532947748,0.698688543253267,0.735029561565954,0.698155701579382,0.693375245281536
"MK412765",0.688247201611685,0.719270573378827,0.666421523556093,0.679366220486757,0.680045926730293,0.692128540205983,0.691094740465088,0.680850094596419,0.687430706042257,0.730719246553661,0.714696695743359,0.711654138541487,0.673145600891813,0.70464727188699,0.654240248708609,0.761577310586391,0.724907025816712,0.730296743340221,0.766210579204825,0.766090456078515,0.740469752620223,0.690065559342354,0.718355751297879,0,0.664144271444881,0.741249316661101,0.676123403782813,0.780021624661624,0.737533757841662,0.763762615825973,0.750555349946514,0.730170645308833,0.688894963827172,0.73637865336168,0.746148503082652,0.747545001596402,0.737308728467136,0.690660187250484,0.729458766307678,0.765839581067484,0.724960813988026,0.680413817439772,0.715096941934194,0.740400412671642,0.656131446111426,0.606339062590832,0.624050433774699,0.687694836192356,0.636787469872752,0.630783103723984
"AY129233",0.674972142054873,0.685860761688315,0.657652558006385,0.650286352636692,0.641929506109236,0.634532567286635,0.634532567286635,0.646162342755964,0.679366220486757,0.696813556805532,0.702246883176783,0.672704723909101,0.696552356384777,0.695221787153807,0.683130051063973,0.730010520815671,0.728062626406496,0.725340887435056,0.69780790120446,0.758786910639328,0.691410717654713,0.634742901279437,0.690805179661132,0.664144271444881,0,0.685395828598676,0.672989448807541,0.780652472325859,0.73442458764691,0.743256125113801,0.720009442808711,0.713017030211553,0.495845625331873,0.702345065195184,0.682493989425992,0.76656954412459,0.666666666666667,0.698836241921708,0.7319250547114,0.719254289297789,0.660086574408453,0.689827564660559,0.643711613134312,0.710858037118643,0.652862549237373,0.64693921773046,0.64888568452305,0.687509134695234,0.656741885487255,0.638826806320399
"AY564229",0.710669054518701,0.717740562565273,0.692107177884331,0.68405664362424,0.666472840040483,0.666862716271454,0.666862716271454,0.675139951038577,0.704402730053533,0.727392967453308,0.726843784311631,0.740844501034221,0.70586515286922,0.735272058492637,0.707106781186548,0.769309258162072,0.744282765172199,0.710925567450541,0.716490599119035,0.727336137657725,0.696847693415807,0.673081476519113,0.732094855213559,0.741249316661101,0.685395828598676,0,0.696215596783956,0.76885174443849,0.755749624714539,0.730798148647035,0.757645018478954,0.759147693722068,0.711644411374349,0.738357189687933,0.721950220730018,0.752046388523875,0.711090512884347,0.741467299114471,0.772328445721233,0.743466620658759,0.694243065889105,0.696383394959931,0.671399435561677,0.710818653310911,0.692908597261588,0.671280331866365,0.659380473395787,0.691851527847822,0.67336182626306,0.650354307339875
"FJ867653",0.694365074829414,0.708719341504683,0.694365074829414,0.690997451136744,0.687369670715972,0.68928450016807,0.68928450016807,0.691142945727272,0.689446388684396,0.708719341504683,0.707106781186548,0.70530981060383,0.640628304305591,0.644278153923165,0.643711613134312,0.726843784311631,0.682085509090488,0.678154147763134,0.744023809142845,0.724336715298931,0.713448673002487,0.626924896515242,0.739940073395944,0.676123403782813,0.672989448807541,0.696215596783956,0,0.787343319183216,0.732883281246155,0.75037528148458,0.684238129733953,0.711763956319382,0.679869268479038,0.660510794615744,0.657296611090805,0.752189785681919,0.652411699497354,0.72123461661051,0.751809411556112,0.714920352984241,0.686186576622729,0.623378726192537,0.5815799980378,0.722581409811593,0.650027085026159,0.597022314125993,0.596463939202724,0.597614304667197,0.596463939202724,0.590726953281576
"KU056610",0.796420563700935,0.802856346585746,0.776787894748471,0.787900067809321,0.777130995566168,0.774596669241483,0.774596669241483,0.779505886952059,0.78516066682385,0.798859586020371,0.791595462735466,0.773773942860369,0.784464540552736,0.806526773822918,0.781861509792303,0.799142842981839,0.769358021148725,0.793492047615872,0.804399666539844,0.814345071045955,0.792214722576314,0.776198732316466,0.787221893660965,0.780021624661624,0.780652472325859,0.76885174443849,0.787343319183216,0,0.787090970042187,0.804013678193944,0.807191472733942,0.800640769025436,0.781920049449156,0.781497444035204,0.777986605215499,0.801783725737273,0.802538345881472,0.786874185912817,0.805681579172283,0.784976426114909,0.782460796435952,0.775044801572428,0.740531631177355,0.783156008298049,0.765857990451534,0.769566767544401,0.765573457633709,0.785724725365981,0.767088285205188,0.762885030087649
"MK129245",0.725381286270334,0.735364446764472,0.696365294307218,0.702792483553412,0.700969346470556,0.698256535275343,0.698256535275343,0.703665851855809,0.713606914551731,0.731272424127131,0.711540095972181,0.703989469396047,0.688112078963556,0.729003800319658,0.680136040813605,0.754806556466927,0.730787369356826,0.761386987626881,0.765923515044227,0.780648297702546,0.724682077731717,0.698034472390793,0.745892027083777,0.737533757841662,0.73442458764691,0.755749624714539,0.732883281246155,0.787090970042187,0,0.75194451972713,0.748331477354788,0.7349043394794,0.738144815095599,0.717265260120833,0.724677330061043,0.766098850808388,0.705071937309669,0.741541631143699,0.740724352489967,0.794187600604623,0.746787993805677,0.695141335636191,0.739183165783231,0.766523061418661,0.688364840652218,0.668539705343354,0.666666666666667,0.716001555758157,0.672096269621123,0.668437364783192
"KM068086",0.757211704358425,0.758616224120323,0.723322802273411,0.718648520629196,0.732990493981574,0.731113434577664,0.729362262159838,0.734195356263366,0.751655996716936,0.738548945875996,0.716172622910463,0.73002337752741,0.657741676857395,0.736162674869467,0.681295693899204,0.750757193529548,0.736082999272624,0.743716043334789,0.674967307062827,0.777701277553556,0.721822718805094,0.72975638311578,0.747087367637628,0.763762615825973,0.743256125113801,0.730798148647035,0.75037528148458,0.804013678193944,0.75194451972713,0,0.776757333603786,0.753080095095887,0.75,0.771268633788668,0.779049574156684,0.756398904998273,0.71143163362698,0.747687197013774,0.792005509622709,0.744437500478198,0.702974035205067,0.670316585147887,0.71263833965158,0.729030963742774,0.682048292584712,0.716231117019509,0.683409621385095,0.699305522047513,0.668237143911609,0.690387944578041
"MF288853",0.731855542858381,0.715678085420547,0.709220707520619,0.734726485741162,0.698836241921708,0.703007576900271,0.703007576900271,0.71518826393724,0.7193343175917,0.728093731553645,0.684000835421378,0.704697551759464,0.692465303622724,0.697285376694309,0.688700443150182,0.700446286306095,0.72575309661889,0.671550736844851,0.748896896005425,0.780189497605494,0.751021103263872,0.686848452966295,0.766610923280061,0.750555349946514,0.720009442808711,0.757645018478954,0.684238129733953,0.807191472733942,0.748331477354788,0.776757333603786,0,0.76676365927602,0.712756192799706,0.65356890828802,0.65991201759609,0.765413996382733,0.68490211643045,0.730296743340221,0.767323300003963,0.75,0.73282810879294,0.682191040240646,0.663973052957545,0.733661076518231,0.675152122630581,0.654279903237767,0.689499699829937,0.651794907395869,0.659380473395787,0.687694836192356
"MK562396",0.75739250778755,0.754330222453696,0.715037198674811,0.710531047127456,0.675353821138157,0.701286873318277,0.701286873318277,0.71374642714633,0.73934574074132,0.736736553092828,0.722797272709228,0.730296743340221,0.688112078963556,0.742046434795293,0.687596622771126,0.807494138446671,0.762382736440893,0.736082999272624,0.763105049956476,0.803454980757034,0.757317246446102,0.69833461383259,0.732441525471689,0.730170645308833,0.713017030211553,0.759147693722068,0.711763956319382,0.800640769025436,0.7349043394794,0.753080095095887,0.76676365927602,0,0.727515827511182,0.773799348732451,0.781199016463323,0.765488635238129,0.723660286685898,0.772196673792526,0.75,0.785256757703893,0.730683450671182,0.684115098513012,0.739183165783231,0.774290685951155,0.697123596223234,0.690387944578041,0.679209810626163,0.723142987117011,0.666145629723711,0.68178574661058
"MK625346",0.723040941962038,0.709124208342335,0.681250735120751,0.671189279938938,0.656272100052204,0.643267520902677,0.643267520902677,0.661209548957704,0.690980159557318,0.69950326148934,0.667727393935178,0.661717328234048,0.689331056143954,0.691163516376137,0.673739500605217,0.720696180838102,0.723509297777934,0.708391263228297,0.717093574610984,0.751469149302179,0.698950720789201,0.632013718824301,0.703562363973514,0.688894963827172,0.495845625331873,0.711644411374349,0.679869268479038,0.781920049449156,0.738144815095599,0.75,0.712756192799706,0.727515827511182,0,0.70267346612776,0.678323447469202,0.756147643823122,0.693334094194211,0.683130051063973,0.746674041261517,0.760394011110491,0.689761498715413,0.689019212175883,0.665807005874949,0.728815525236281,0.645699542888579,0.635394922921591,0.641179468722378,0.680580769673284,0.658043924714439,0.629556560933674
